-----------------------------------------------------------------------------------------------------------------
lr=0.00001, momentum=0.99, weight_decay=0.1 dropout=0.7

Fold 1/5
Some weights of DeiTForImageClassification were not initialized from the model checkpoint at hugging_face/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch [1/30], Train Loss: 0.6616, Train Acc: 0.5923, Val Loss: 0.5581, Val Acc: 0.7061, F1 Score: 0.7100, Recall: 0.8200, Precision: 0.6260, Sensitivity: 0.8200, Specificity: 0.6172, MCC: 0.4388, AUC: 0.7186
Epoch [21/30], Train Loss: 0.1156, Train Acc: 0.9637, Val Loss: 0.1172, Val Acc: 0.9649, F1 Score: 0.9608, Recall: 0.9800, Precision: 0.9423, Sensitivity: 0.9800, Specificity: 0.9531, MCC: 0.9296, AUC: 0.9666
Epoch [22/30], Train Loss: 0.1135, Train Acc: 0.9659, Val Loss: 0.1397, Val Acc: 0.9430, F1 Score: 0.9360, Recall: 0.9500, Precision: 0.9223, Sensitivity: 0.9500, Specificity: 0.9375, MCC: 0.8849, AUC: 0.9437
Epoch [23/30], Train Loss: 0.1098, Train Acc: 0.9670, Val Loss: 0.1242, Val Acc: 0.9430, F1 Score: 0.9360, Recall: 0.9500, Precision: 0.9223, Sensitivity: 0.9500, Specificity: 0.9375, MCC: 0.8849, AUC: 0.9437
Epoch [24/30], Train Loss: 0.1167, Train Acc: 0.9648, Val Loss: 0.1171, Val Acc: 0.9649, F1 Score: 0.9604, Recall: 0.9700, Precision: 0.9510, Sensitivity: 0.9700, Specificity: 0.9609, MCC: 0.9291, AUC: 0.9655
Epoch [25/30], Train Loss: 0.1143, Train Acc: 0.9626, Val Loss: 0.1226, Val Acc: 0.9518, F1 Score: 0.9463, Recall: 0.9700, Precision: 0.9238, Sensitivity: 0.9700, Specificity: 0.9375, MCC: 0.9035, AUC: 0.9537
Epoch [26/30], Train Loss: 0.1172, Train Acc: 0.9670, Val Loss: 0.1229, Val Acc: 0.9518, F1 Score: 0.9458, Recall: 0.9600, Precision: 0.9320, Sensitivity: 0.9600, Specificity: 0.9453, MCC: 0.9027, AUC: 0.9527
Epoch [27/30], Train Loss: 0.1119, Train Acc: 0.9637, Val Loss: 0.1205, Val Acc: 0.9474, F1 Score: 0.9417, Recall: 0.9700, Precision: 0.9151, Sensitivity: 0.9700, Specificity: 0.9297, MCC: 0.8951, AUC: 0.9498
Epoch [28/30], Train Loss: 0.1180, Train Acc: 0.9659, Val Loss: 0.1217, Val Acc: 0.9518, F1 Score: 0.9453, Recall: 0.9500, Precision: 0.9406, Sensitivity: 0.9500, Specificity: 0.9531, MCC: 0.9022, AUC: 0.9516
Epoch [29/30], Train Loss: 0.1118, Train Acc: 0.9626, Val Loss: 0.1290, Val Acc: 0.9430, F1 Score: 0.9360, Recall: 0.9500, Precision: 0.9223, Sensitivity: 0.9500, Specificity: 0.9375, MCC: 0.8849, AUC: 0.9437
Epoch [30/30], Train Loss: 0.1109, Train Acc: 0.9648, Val Loss: 0.1285, Val Acc: 0.9474, F1 Score: 0.9412, Recall: 0.9600, Precision: 0.9231, Sensitivity: 0.9600, Specificity: 0.9375, MCC: 0.8942, AUC: 0.9487
Fold 2/5
Some weights of DeiTForImageClassification were not initialized from the model checkpoint at hugging_face/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch [1/30], Train Loss: 0.6691, Train Acc: 0.6055, Val Loss: 0.5643, Val Acc: 0.7675, F1 Score: 0.7558, Recall: 0.7193, Precision: 0.7961, Sensitivity: 0.7193, Specificity: 0.8158, MCC: 0.5376, AUC: 0.7675
Epoch [2/30], Train Loss: 0.4824, Train Acc: 0.8011, Val Loss: 0.3975, Val Acc: 0.8158, F1 Score: 0.8142, Recall: 0.8070, Precision: 0.8214, Sensitivity: 0.8070, Specificity: 0.8246, MCC: 0.6317, AUC: 0.8158
Epoch [3/30], Train Loss: 0.3830, Train Acc: 0.8209, Val Loss: 0.3074, Val Acc: 0.8640, F1 Score: 0.8584, Recall: 0.8246, Precision: 0.8952, Sensitivity: 0.8246, Specificity: 0.9035, MCC: 0.7303, AUC: 0.8640
Epoch [4/30], Train Loss: 0.3183, Train Acc: 0.8516, Val Loss: 0.2791, Val Acc: 0.8509, F1 Score: 0.8426, Recall: 0.7982, Precision: 0.8922, Sensitivity: 0.7982, Specificity: 0.9035, MCC: 0.7057, AUC: 0.8509
Epoch [5/30], Train Loss: 0.2544, Train Acc: 0.8989, Val Loss: 0.2102, Val Acc: 0.9254, F1 Score: 0.9258, Recall: 0.9298, Precision: 0.9217, Sensitivity: 0.9298, Specificity: 0.9211, MCC: 0.8509, AUC: 0.9254
Epoch [6/30], Train Loss: 0.2099, Train Acc: 0.9297, Val Loss: 0.1942, Val Acc: 0.9298, F1 Score: 0.9292, Recall: 0.9211, Precision: 0.9375, Sensitivity: 0.9211, Specificity: 0.9386, MCC: 0.8598, AUC: 0.9298
Epoch [7/30], Train Loss: 0.1786, Train Acc: 0.9429, Val Loss: 0.1648, Val Acc: 0.9342, F1 Score: 0.9356, Recall: 0.9561, Precision: 0.9160, Sensitivity: 0.9561, Specificity: 0.9123, MCC: 0.8693, AUC: 0.9342
Epoch [8/30], Train Loss: 0.1732, Train Acc: 0.9330, Val Loss: 0.1599, Val Acc: 0.9254, F1 Score: 0.9244, Recall: 0.9123, Precision: 0.9369, Sensitivity: 0.9123, Specificity: 0.9386, MCC: 0.8512, AUC: 0.9254
Epoch [9/30], Train Loss: 0.1486, Train Acc: 0.9495, Val Loss: 0.1445, Val Acc: 0.9298, F1 Score: 0.9304, Recall: 0.9386, Precision: 0.9224, Sensitivity: 0.9386, Specificity: 0.9211, MCC: 0.8598, AUC: 0.9298
Epoch [10/30], Train Loss: 0.1414, Train Acc: 0.9484, Val Loss: 0.1543, Val Acc: 0.9561, F1 Score: 0.9558, Recall: 0.9474, Precision: 0.9643, Sensitivity: 0.9474, Specificity: 0.9649, MCC: 0.9124, AUC: 0.9561
Epoch [11/30], Train Loss: 0.1244, Train Acc: 0.9593, Val Loss: 0.1420, Val Acc: 0.9386, F1 Score: 0.9381, Recall: 0.9298, Precision: 0.9464, Sensitivity: 0.9298, Specificity: 0.9474, MCC: 0.8773, AUC: 0.9386
Epoch [12/30], Train Loss: 0.1327, Train Acc: 0.9538, Val Loss: 0.1441, Val Acc: 0.9211, F1 Score: 0.9211, Recall: 0.9211, Precision: 0.9211, Sensitivity: 0.9211, Specificity: 0.9211, MCC: 0.8421, AUC: 0.9211
Epoch [13/30], Train Loss: 0.1271, Train Acc: 0.9582, Val Loss: 0.1546, Val Acc: 0.9386, F1 Score: 0.9397, Recall: 0.9561, Precision: 0.9237, Sensitivity: 0.9561, Specificity: 0.9211, MCC: 0.8777, AUC: 0.9386
Epoch [14/30], Train Loss: 0.1277, Train Acc: 0.9571, Val Loss: 0.1612, Val Acc: 0.9386, F1 Score: 0.9386, Recall: 0.9386, Precision: 0.9386, Sensitivity: 0.9386, Specificity: 0.9386, MCC: 0.8772, AUC: 0.9386
Epoch [15/30], Train Loss: 0.1265, Train Acc: 0.9615, Val Loss: 0.1516, Val Acc: 0.9211, F1 Score: 0.9204, Recall: 0.9123, Precision: 0.9286, Sensitivity: 0.9123, Specificity: 0.9298, MCC: 0.8422, AUC: 0.9211
Epoch [16/30], Train Loss: 0.1261, Train Acc: 0.9593, Val Loss: 0.1436, Val Acc: 0.9167, F1 Score: 0.9177, Recall: 0.9298, Precision: 0.9060, Sensitivity: 0.9298, Specificity: 0.9035, MCC: 0.8336, AUC: 0.9167
Epoch [17/30], Train Loss: 0.1252, Train Acc: 0.9615, Val Loss: 0.1497, Val Acc: 0.9167, F1 Score: 0.9177, Recall: 0.9298, Precision: 0.9060, Sensitivity: 0.9298, Specificity: 0.9035, MCC: 0.8336, AUC: 0.9167
Epoch [18/30], Train Loss: 0.1206, Train Acc: 0.9648, Val Loss: 0.1655, Val Acc: 0.9386, F1 Score: 0.9391, Recall: 0.9474, Precision: 0.9310, Sensitivity: 0.9474, Specificity: 0.9298, MCC: 0.8773, AUC: 0.9386
Epoch [19/30], Train Loss: 0.1216, Train Acc: 0.9659, Val Loss: 0.1395, Val Acc: 0.9342, F1 Score: 0.9356, Recall: 0.9561, Precision: 0.9160, Sensitivity: 0.9561, Specificity: 0.9123, MCC: 0.8693, AUC: 0.9342
Epoch [20/30], Train Loss: 0.1211, Train Acc: 0.9582, Val Loss: 0.1368, Val Acc: 0.9254, F1 Score: 0.9264, Recall: 0.9386, Precision: 0.9145, Sensitivity: 0.9386, Specificity: 0.9123, MCC: 0.8512, AUC: 0.9254
Epoch [21/30], Train Loss: 0.1203, Train Acc: 0.9670, Val Loss: 0.1495, Val Acc: 0.9298, F1 Score: 0.9298, Recall: 0.9298, Precision: 0.9298, Sensitivity: 0.9298, Specificity: 0.9298, MCC: 0.8596, AUC: 0.9298
Epoch [22/30], Train Loss: 0.1260, Train Acc: 0.9571, Val Loss: 0.1421, Val Acc: 0.9254, F1 Score: 0.9264, Recall: 0.9386, Precision: 0.9145, Sensitivity: 0.9386, Specificity: 0.9123, MCC: 0.8512, AUC: 0.9254
Epoch [23/30], Train Loss: 0.1250, Train Acc: 0.9615, Val Loss: 0.1475, Val Acc: 0.9342, F1 Score: 0.9339, Recall: 0.9298, Precision: 0.9381, Sensitivity: 0.9298, Specificity: 0.9386, MCC: 0.8685, AUC: 0.9342
Epoch [24/30], Train Loss: 0.1205, Train Acc: 0.9604, Val Loss: 0.1481, Val Acc: 0.9430, F1 Score: 0.9442, Recall: 0.9649, Precision: 0.9244, Sensitivity: 0.9649, Specificity: 0.9211, MCC: 0.8868, AUC: 0.9430
Epoch [25/30], Train Loss: 0.1214, Train Acc: 0.9604, Val Loss: 0.1453, Val Acc: 0.9386, F1 Score: 0.9386, Recall: 0.9386, Precision: 0.9386, Sensitivity: 0.9386, Specificity: 0.9386, MCC: 0.8772, AUC: 0.9386
Epoch [26/30], Train Loss: 0.1187, Train Acc: 0.9604, Val Loss: 0.1414, Val Acc: 0.9342, F1 Score: 0.9345, Recall: 0.9386, Precision: 0.9304, Sensitivity: 0.9386, Specificity: 0.9298, MCC: 0.8685, AUC: 0.9342
Epoch [27/30], Train Loss: 0.1233, Train Acc: 0.9604, Val Loss: 0.1398, Val Acc: 0.9430, F1 Score: 0.9437, Recall: 0.9561, Precision: 0.9316, Sensitivity: 0.9561, Specificity: 0.9298, MCC: 0.8863, AUC: 0.9430
Epoch [28/30], Train Loss: 0.1171, Train Acc: 0.9659, Val Loss: 0.1445, Val Acc: 0.9254, F1 Score: 0.9264, Recall: 0.9386, Precision: 0.9145, Sensitivity: 0.9386, Specificity: 0.9123, MCC: 0.8512, AUC: 0.9254
Epoch [29/30], Train Loss: 0.1224, Train Acc: 0.9648, Val Loss: 0.1418, Val Acc: 0.9254, F1 Score: 0.9270, Recall: 0.9474, Precision: 0.9076, Sensitivity: 0.9474, Specificity: 0.9035, MCC: 0.8517, AUC: 0.9254
Epoch [30/30], Train Loss: 0.1173, Train Acc: 0.9648, Val Loss: 0.1445, Val Acc: 0.9254, F1 Score: 0.9270, Recall: 0.9474, Precision: 0.9076, Sensitivity: 0.9474, Specificity: 0.9035, MCC: 0.8517, AUC: 0.9254
Fold 3/5
Some weights of DeiTForImageClassification were not initialized from the model checkpoint at hugging_face/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch [1/30], Train Loss: 0.7134, Train Acc: 0.5000, Val Loss: 0.5901, Val Acc: 0.6886, F1 Score: 0.7341, Recall: 0.9074, Precision: 0.6164, Sensitivity: 0.9074, Specificity: 0.4917, MCC: 0.4337, AUC: 0.6995
Epoch [2/30], Train Loss: 0.4947, Train Acc: 0.7681, Val Loss: 0.4509, Val Acc: 0.7807, F1 Score: 0.7917, Recall: 0.8796, Precision: 0.7197, Sensitivity: 0.8796, Specificity: 0.6917, MCC: 0.5778, AUC: 0.7856
Epoch [3/30], Train Loss: 0.3846, Train Acc: 0.8220, Val Loss: 0.4128, Val Acc: 0.7982, F1 Score: 0.8083, Recall: 0.8981, Precision: 0.7348, Sensitivity: 0.8981, Specificity: 0.7083, MCC: 0.6133, AUC: 0.8032
Epoch [4/30], Train Loss: 0.3125, Train Acc: 0.8495, Val Loss: 0.3076, Val Acc: 0.8289, F1 Score: 0.8282, Recall: 0.8704, Precision: 0.7899, Sensitivity: 0.8704, Specificity: 0.7917, MCC: 0.6618, AUC: 0.8310
Epoch [5/30], Train Loss: 0.2352, Train Acc: 0.8956, Val Loss: 0.2627, Val Acc: 0.9035, F1 Score: 0.9018, Recall: 0.9352, Precision: 0.8707, Sensitivity: 0.9352, Specificity: 0.8750, MCC: 0.8092, AUC: 0.9051
Epoch [6/30], Train Loss: 0.1961, Train Acc: 0.9275, Val Loss: 0.2226, Val Acc: 0.9342, F1 Score: 0.9321, Recall: 0.9537, Precision: 0.9115, Sensitivity: 0.9537, Specificity: 0.9167, MCC: 0.8692, AUC: 0.9352
Epoch [7/30], Train Loss: 0.1743, Train Acc: 0.9352, Val Loss: 0.2119, Val Acc: 0.9386, F1 Score: 0.9375, Recall: 0.9722, Precision: 0.9052, Sensitivity: 0.9722, Specificity: 0.9083, MCC: 0.8795, AUC: 0.9403
Epoch [8/30], Train Loss: 0.1553, Train Acc: 0.9385, Val Loss: 0.2042, Val Acc: 0.9386, F1 Score: 0.9369, Recall: 0.9630, Precision: 0.9123, Sensitivity: 0.9630, Specificity: 0.9167, MCC: 0.8784, AUC: 0.9398
Epoch [9/30], Train Loss: 0.1407, Train Acc: 0.9495, Val Loss: 0.1662, Val Acc: 0.9386, F1 Score: 0.9364, Recall: 0.9537, Precision: 0.9196, Sensitivity: 0.9537, Specificity: 0.9250, MCC: 0.8776, AUC: 0.9394
Epoch [10/30], Train Loss: 0.1280, Train Acc: 0.9473, Val Loss: 0.1822, Val Acc: 0.9430, F1 Score: 0.9406, Recall: 0.9537, Precision: 0.9279, Sensitivity: 0.9537, Specificity: 0.9333, MCC: 0.8861, AUC: 0.9435
Epoch [11/30], Train Loss: 0.1214, Train Acc: 0.9549, Val Loss: 0.1723, Val Acc: 0.9386, F1 Score: 0.9364, Recall: 0.9537, Precision: 0.9196, Sensitivity: 0.9537, Specificity: 0.9250, MCC: 0.8776, AUC: 0.9394
Epoch [12/30], Train Loss: 0.1253, Train Acc: 0.9505, Val Loss: 0.1765, Val Acc: 0.9474, F1 Score: 0.9459, Recall: 0.9722, Precision: 0.9211, Sensitivity: 0.9722, Specificity: 0.9250, MCC: 0.8960, AUC: 0.9486
Epoch [13/30], Train Loss: 0.1196, Train Acc: 0.9538, Val Loss: 0.2351, Val Acc: 0.9430, F1 Score: 0.9406, Recall: 0.9537, Precision: 0.9279, Sensitivity: 0.9537, Specificity: 0.9333, MCC: 0.8861, AUC: 0.9435
Epoch [14/30], Train Loss: 0.1184, Train Acc: 0.9516, Val Loss: 0.1784, Val Acc: 0.9474, F1 Score: 0.9455, Recall: 0.9630, Precision: 0.9286, Sensitivity: 0.9630, Specificity: 0.9333, MCC: 0.8952, AUC: 0.9481
Epoch [15/30], Train Loss: 0.1208, Train Acc: 0.9484, Val Loss: 0.1765, Val Acc: 0.9430, F1 Score: 0.9412, Recall: 0.9630, Precision: 0.9204, Sensitivity: 0.9630, Specificity: 0.9250, MCC: 0.8868, AUC: 0.9440
Epoch [16/30], Train Loss: 0.1178, Train Acc: 0.9549, Val Loss: 0.1628, Val Acc: 0.9474, F1 Score: 0.9459, Recall: 0.9722, Precision: 0.9211, Sensitivity: 0.9722, Specificity: 0.9250, MCC: 0.8960, AUC: 0.9486
Epoch [17/30], Train Loss: 0.1156, Train Acc: 0.9571, Val Loss: 0.1601, Val Acc: 0.9430, F1 Score: 0.9406, Recall: 0.9537, Precision: 0.9279, Sensitivity: 0.9537, Specificity: 0.9333, MCC: 0.8861, AUC: 0.9435
Epoch [18/30], Train Loss: 0.1157, Train Acc: 0.9538, Val Loss: 0.1667, Val Acc: 0.9430, F1 Score: 0.9417, Recall: 0.9722, Precision: 0.9130, Sensitivity: 0.9722, Specificity: 0.9167, MCC: 0.8877, AUC: 0.9444
Epoch [19/30], Train Loss: 0.1203, Train Acc: 0.9527, Val Loss: 0.1872, Val Acc: 0.9430, F1 Score: 0.9406, Recall: 0.9537, Precision: 0.9279, Sensitivity: 0.9537, Specificity: 0.9333, MCC: 0.8861, AUC: 0.9435
Epoch [20/30], Train Loss: 0.1161, Train Acc: 0.9527, Val Loss: 0.1687, Val Acc: 0.9386, F1 Score: 0.9369, Recall: 0.9630, Precision: 0.9123, Sensitivity: 0.9630, Specificity: 0.9167, MCC: 0.8784, AUC: 0.9398
Epoch [21/30], Train Loss: 0.1125, Train Acc: 0.9560, Val Loss: 0.1715, Val Acc: 0.9342, F1 Score: 0.9321, Recall: 0.9537, Precision: 0.9115, Sensitivity: 0.9537, Specificity: 0.9167, MCC: 0.8692, AUC: 0.9352
Epoch [22/30], Train Loss: 0.1168, Train Acc: 0.9549, Val Loss: 0.1609, Val Acc: 0.9430, F1 Score: 0.9412, Recall: 0.9630, Precision: 0.9204, Sensitivity: 0.9630, Specificity: 0.9250, MCC: 0.8868, AUC: 0.9440
Epoch [23/30], Train Loss: 0.1145, Train Acc: 0.9538, Val Loss: 0.1626, Val Acc: 0.9430, F1 Score: 0.9412, Recall: 0.9630, Precision: 0.9204, Sensitivity: 0.9630, Specificity: 0.9250, MCC: 0.8868, AUC: 0.9440
Epoch [24/30], Train Loss: 0.1138, Train Acc: 0.9582, Val Loss: 0.1612, Val Acc: 0.9474, F1 Score: 0.9459, Recall: 0.9722, Precision: 0.9211, Sensitivity: 0.9722, Specificity: 0.9250, MCC: 0.8960, AUC: 0.9486
Epoch [25/30], Train Loss: 0.1109, Train Acc: 0.9571, Val Loss: 0.1640, Val Acc: 0.9430, F1 Score: 0.9412, Recall: 0.9630, Precision: 0.9204, Sensitivity: 0.9630, Specificity: 0.9250, MCC: 0.8868, AUC: 0.9440
Epoch [26/30], Train Loss: 0.1138, Train Acc: 0.9549, Val Loss: 0.1932, Val Acc: 0.9430, F1 Score: 0.9417, Recall: 0.9722, Precision: 0.9130, Sensitivity: 0.9722, Specificity: 0.9167, MCC: 0.8877, AUC: 0.9444
Epoch [27/30], Train Loss: 0.1148, Train Acc: 0.9604, Val Loss: 0.2071, Val Acc: 0.9518, F1 Score: 0.9507, Recall: 0.9815, Precision: 0.9217, Sensitivity: 0.9815, Specificity: 0.9250, MCC: 0.9053, AUC: 0.9532
Epoch [28/30], Train Loss: 0.1177, Train Acc: 0.9571, Val Loss: 0.1611, Val Acc: 0.9474, F1 Score: 0.9459, Recall: 0.9722, Precision: 0.9211, Sensitivity: 0.9722, Specificity: 0.9250, MCC: 0.8960, AUC: 0.9486
Epoch [29/30], Train Loss: 0.1169, Train Acc: 0.9571, Val Loss: 0.2046, Val Acc: 0.9386, F1 Score: 0.9369, Recall: 0.9630, Precision: 0.9123, Sensitivity: 0.9630, Specificity: 0.9167, MCC: 0.8784, AUC: 0.9398
Epoch [30/30], Train Loss: 0.1162, Train Acc: 0.9549, Val Loss: 0.1498, Val Acc: 0.9386, F1 Score: 0.9369, Recall: 0.9630, Precision: 0.9123, Sensitivity: 0.9630, Specificity: 0.9167, MCC: 0.8784, AUC: 0.9398
Fold 4/5
Some weights of DeiTForImageClassification were not initialized from the model checkpoint at hugging_face/deit-base-distilled-patch16-224 and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Epoch [1/30], Train Loss: 0.6658, Train Acc: 0.5730, Val Loss: 0.5824, Val Acc: 0.6960, F1 Score: 0.7416, Recall: 0.7920, Precision: 0.6972, Sensitivity: 0.7920, Specificity: 0.5784, MCC: 0.3807, AUC: 0.6852
Epoch [2/30], Train Loss: 0.4919, Train Acc: 0.7739, Val Loss: 0.4562, Val Acc: 0.7841, F1 Score: 0.8063, Recall: 0.8160, Precision: 0.7969, Sensitivity: 0.8160, Specificity: 0.7451, MCC: 0.5628, AUC: 0.7805
Epoch [3/30], Train Loss: 0.3844, Train Acc: 0.8277, Val Loss: 0.4009, Val Acc: 0.8150, F1 Score: 0.8293, Recall: 0.8160, Precision: 0.8430, Sensitivity: 0.8160, Specificity: 0.8137, MCC: 0.6279, AUC: 0.8149
Epoch [4/30], Train Loss: 0.3195, Train Acc: 0.8485, Val Loss: 0.3189, Val Acc: 0.8590, F1 Score: 0.8740, Recall: 0.8880, Precision: 0.8605, Sensitivity: 0.8880, Specificity: 0.8235, MCC: 0.7146, AUC: 0.8558
Epoch [5/30], Train Loss: 0.2566, Train Acc: 0.8902, Val Loss: 0.2394, Val Acc: 0.9075, F1 Score: 0.9170, Recall: 0.9280, Precision: 0.9062, Sensitivity: 0.9280, Specificity: 0.8824, MCC: 0.8128, AUC: 0.9052
Epoch [6/30], Train Loss: 0.2115, Train Acc: 0.9286, Val Loss: 0.2533, Val Acc: 0.9295, F1 Score: 0.9365, Recall: 0.9440, Precision: 0.9291, Sensitivity: 0.9440, Specificity: 0.9118, MCC: 0.8574, AUC: 0.9279
Epoch [7/30], Train Loss: 0.1831, Train Acc: 0.9374, Val Loss: 0.1935, Val Acc: 0.9339, F1 Score: 0.9412, Recall: 0.9600, Precision: 0.9231, Sensitivity: 0.9600, Specificity: 0.9020, MCC: 0.8667, AUC: 0.9310
Epoch [8/30], Train Loss: 0.1694, Train Acc: 0.9341, Val Loss: 0.1859, Val Acc: 0.9251, F1 Score: 0.9333, Recall: 0.9520, Precision: 0.9154, Sensitivity: 0.9520, Specificity: 0.8922, MCC: 0.8488, AUC: 0.9221
Epoch [9/30], Train Loss: 0.1542, Train Acc: 0.9418, Val Loss: 0.1785, Val Acc: 0.9339, F1 Score: 0.9402, Recall: 0.9440, Precision: 0.9365, Sensitivity: 0.9440, Specificity: 0.9216, MCC: 0.8664, AUC: 0.9328
